x,y,distance,angle,is_header,is_volley,is_big_chance,is_penalty,is_free_kick,defenders_in_cone,gk_set,centrality,goal,dist_angle,match_id,competition
95.1,45.3,25.458,0.3053,0,0,0,0,0,1,1,0.868,0,7.772,3754254,Premier League 2015/16
116.8,34.6,6.277,0.8303,1,0,1,0,0,2,1,0.865,0,5.212,3754254,Premier League 2015/16
93.9,26.6,29.339,0.2423,0,0,0,0,1,4,1,0.665,0,7.109,3754254,Premier League 2015/16
97.6,29.3,24.824,0.2901,0,0,0,0,0,1,1,0.733,0,7.202,3754254,Premier League 2015/16
103.8,37.6,16.377,0.4747,0,1,0,0,0,2,1,0.94,0,7.774,3754254,Premier League 2015/16
111.8,50.9,13.64,0.3682,0,1,0,0,0,1,1,0.728,0,5.022,3754254,Premier League 2015/16
108.3,26.9,17.564,0.3097,0,1,0,0,0,2,1,0.672,0,5.44,3754254,Premier League 2015/16
100.9,34.1,19.99,0.379,0,0,0,0,0,2,1,0.853,0,7.577,3754254,Premier League 2015/16
97.4,45.0,23.146,0.3348,0,0,0,0,0,2,1,0.875,0,7.749,3754254,Premier League 2015/16
110.2,35.6,10.742,0.6678,0,0,1,0,0,0,1,0.89,0,7.174,3754254,Premier League 2015/16
110.6,46.8,11.602,0.5651,0,1,1,0,0,3,1,0.83,0,6.556,3754254,Premier League 2015/16
114.5,40.9,5.573,1.241,1,0,1,0,0,2,1,0.978,0,6.916,3754254,Premier League 2015/16
109.3,53.6,17.305,0.2933,0,0,0,0,0,1,1,0.66,0,5.075,3754254,Premier League 2015/16
98.7,45.1,21.902,0.3522,0,0,0,0,0,4,1,0.872,0,7.713,3754254,Premier League 2015/16
103.7,49.7,18.968,0.3625,0,0,0,0,0,0,1,0.757,0,6.877,3754230,Premier League 2015/16
114.4,51.0,12.343,0.3174,0,1,0,0,0,2,1,0.725,0,3.918,3754230,Premier League 2015/16
94.6,52.6,28.353,0.2524,0,0,0,0,0,2,1,0.685,0,7.156,3754230,Premier League 2015/16
115.6,46.7,8.016,0.6303,1,0,1,0,0,2,1,0.832,0,5.052,3754230,Premier League 2015/16
102.4,52.1,21.358,0.3096,0,0,0,0,0,1,1,0.698,0,6.612,3754230,Premier League 2015/16
94.5,27.5,28.399,0.2526,0,1,0,0,0,6,1,0.688,0,7.172,3754230,Premier League 2015/16
107.2,39.1,12.832,0.6032,0,1,0,0,0,1,1,0.978,0,7.74,3754230,Premier League 2015/16
101.9,17.1,29.189,0.1715,0,0,0,0,0,2,1,0.427,0,5.006,3754230,Premier League 2015/16
92.9,27.5,29.844,0.243,0,0,0,0,0,3,1,0.688,0,7.251,3754230,Premier League 2015/16
100.3,38.6,19.75,0.3988,0,0,0,0,0,3,1,0.965,0,7.875,3754230,Premier League 2015/16
104.2,45.3,16.665,0.4499,0,0,0,0,0,3,1,0.868,0,7.498,3754230,Premier League 2015/16
111.7,43.4,8.969,0.8003,1,0,1,0,0,0,1,0.915,0,7.178,3754230,Premier League 2015/16
108.4,24.7,19.2,0.2573,0,0,0,0,0,2,1,0.617,0,4.941,3754230,Premier League 2015/16
111.8,41.5,8.336,0.8867,0,1,1,0,0,6,1,0.963,0,7.392,3754230,Premier League 2015/16
113.6,48.1,10.323,0.5145,1,0,1,0,0,3,1,0.797,0,5.312,3754230,Premier League 2015/16
112.6,31.6,11.195,0.4963,0,0,1,0,0,0,1,0.79,0,5.556,3754230,Premier League 2015/16
94.2,43.2,25.998,0.3031,0,0,0,0,0,4,1,0.92,0,7.881,3754230,Premier League 2015/16
93.3,26.4,29.964,0.2376,0,0,0,0,0,2,1,0.66,0,7.121,3754230,Premier League 2015/16
103.2,34.8,17.586,0.4297,0,1,0,0,0,4,1,0.87,0,7.557,3754230,Premier League 2015/16
108.4,37.4,11.888,0.6374,1,0,1,0,0,2,1,0.935,1,7.577,3754230,Premier League 2015/16
114.4,52.7,13.88,0.2484,0,1,0,0,0,0,1,0.682,0,3.447,3754230,Premier League 2015/16
113.4,47.5,9.99,0.5622,1,0,1,0,0,1,1,0.812,0,5.616,3754230,Premier League 2015/16
119.3,37.5,2.596,2.5977,0,1,1,0,0,0,1,0.938,1,6.744,3754230,Premier League 2015/16
111.3,38.7,8.797,0.8481,1,0,1,0,0,5,1,0.968,0,7.46,3754285,Premier League 2015/16
111.3,35.6,9.749,0.7219,1,0,1,0,0,2,1,0.89,0,7.038,3754285,Premier League 2015/16
103.6,28.7,19.916,0.3319,0,0,0,0,0,3,1,0.718,0,6.611,3754285,Premier League 2015/16
100.3,26.8,23.713,0.2808,0,0,0,0,0,2,1,0.67,0,6.66,3754285,Premier League 2015/16
108.5,39.5,11.511,0.6684,1,0,1,0,0,3,1,0.988,0,7.694,3754285,Premier League 2015/16
88.2,42.2,31.876,0.2491,0,0,0,0,0,3,1,0.945,0,7.94,3754285,Premier League 2015/16
103.1,23.5,23.619,0.2445,0,0,0,0,0,1,1,0.588,0,5.775,3754285,Premier League 2015/16
96.0,21.2,30.487,0.2072,0,1,0,0,0,0,1,0.53,0,6.316,3754285,Premier League 2015/16
100.5,32.8,20.787,0.3587,0,0,0,0,0,5,1,0.82,0,7.456,3754285,Premier League 2015/16
112.9,37.7,7.463,0.9608,1,0,1,0,0,0,1,0.943,0,7.171,3754285,Premier League 2015/16
100.6,24.2,25.02,0.2491,0,0,0,0,0,2,1,0.605,1,6.233,3754285,Premier League 2015/16
112.5,41.9,7.737,0.9396,1,0,1,0,0,1,1,0.953,0,7.269,3754285,Premier League 2015/16
104.8,56.6,22.508,0.243,0,0,0,0,0,3,1,0.585,0,5.469,3754285,Premier League 2015/16
108.0,40.0,12.0,0.6435,1,0,0,0,0,6,1,1.0,0,7.722,3754285,Premier League 2015/16
91.0,33.5,29.72,0.2614,0,0,0,0,0,3,1,0.838,0,7.768,3754285,Premier League 2015/16
115.9,33.2,7.94,0.6088,1,0,1,0,0,3,1,0.83,0,4.834,3754285,Premier League 2015/16
105.0,51.1,18.66,0.3466,0,0,0,0,0,3,1,0.722,0,6.468,3754285,Premier League 2015/16
95.6,57.3,29.911,0.2186,0,0,0,0,0,4,1,0.568,0,6.539,3754285,Premier League 2015/16
108.1,40.1,11.9,0.6485,0,0,0,1,0,0,0,0.997,1,7.717,3754285,Premier League 2015/16
101.8,30.0,20.766,0.3372,0,0,0,0,0,1,1,0.75,0,7.003,3754285,Premier League 2015/16
103.7,45.8,17.301,0.4313,0,1,0,0,0,4,1,0.855,0,7.463,3754285,Premier League 2015/16
103.3,39.9,16.7,0.4702,0,1,0,0,0,7,1,0.997,0,7.852,3754285,Premier League 2015/16
118.2,45.9,6.168,0.5785,1,0,1,0,0,3,1,0.853,0,3.569,3754285,Premier League 2015/16
95.0,29.5,27.115,0.2712,0,0,0,0,0,2,1,0.738,0,7.354,3754285,Premier League 2015/16
90.1,43.5,30.104,0.2625,0,0,0,0,1,8,1,0.912,0,7.902,3754285,Premier League 2015/16
100.9,47.9,20.669,0.3558,0,0,0,0,0,3,1,0.802,0,7.353,3754233,Premier League 2015/16
111.4,52.4,15.09,0.3142,0,0,0,0,0,1,1,0.69,0,4.741,3754233,Premier League 2015/16
106.7,45.8,14.51,0.5005,0,0,0,0,0,3,1,0.855,0,7.262,3754233,Premier League 2015/16
95.7,30.1,26.239,0.2814,0,0,0,0,0,3,1,0.753,0,7.384,3754233,Premier League 2015/16
98.5,25.3,26.045,0.2541,0,0,0,0,0,1,1,0.633,0,6.617,3754233,Premier League 2015/16
89.9,33.0,30.903,0.251,0,1,0,0,0,4,1,0.825,0,7.758,3754233,Premier League 2015/16
91.5,27.3,31.202,0.2338,0,0,0,0,0,2,1,0.682,0,7.294,3754233,Premier League 2015/16
97.6,53.7,26.257,0.2601,0,0,0,0,0,2,1,0.657,0,6.829,3754233,Premier League 2015/16
98.6,23.1,27.268,0.2311,0,0,0,0,0,1,1,0.578,0,6.302,3754233,Premier League 2015/16
112.6,34.0,9.527,0.6698,1,0,1,0,0,3,1,0.85,0,6.381,3754233,Premier League 2015/16
111.4,33.6,10.72,0.6077,0,1,1,0,0,2,1,0.84,0,6.515,3754233,Premier League 2015/16
104.0,38.6,16.061,0.4866,1,0,0,0,0,5,1,0.965,0,7.815,3754233,Premier League 2015/16
98.1,33.8,22.761,0.3358,0,0,0,0,1,8,1,0.845,0,7.642,3754233,Premier League 2015/16
97.7,43.1,22.514,0.3486,0,0,0,0,1,8,1,0.922,0,7.848,3754233,Premier League 2015/16
109.2,28.6,15.704,0.3585,0,0,0,0,0,2,1,0.715,0,5.629,3754233,Premier League 2015/16
117.8,27.1,13.086,0.1129,0,0,0,0,0,0,1,0.677,1,1.477,3754233,Premier League 2015/16
109.7,46.3,12.074,0.5657,0,0,0,0,0,3,1,0.843,0,6.83,3754233,Premier League 2015/16
113.7,47.7,9.949,0.5458,0,0,1,0,0,1,1,0.807,0,5.43,3754233,Premier League 2015/16
105.6,22.5,22.663,0.2275,0,0,0,0,0,2,1,0.562,0,5.156,3754233,Premier League 2015/16
100.9,37.2,19.304,0.4048,0,0,0,0,0,3,1,0.93,0,7.814,3754233,Premier League 2015/16
112.8,46.9,9.972,0.6041,1,0,1,0,0,3,1,0.828,0,6.025,3754233,Premier League 2015/16
92.4,35.7,27.933,0.2813,0,0,0,0,0,2,1,0.893,0,7.856,3754233,Premier League 2015/16
99.7,49.5,22.413,0.3223,0,0,0,0,0,2,1,0.762,0,7.223,3754233,Premier League 2015/16
110.5,53.7,16.672,0.2824,0,0,0,0,0,0,1,0.657,0,4.708,3754233,Premier League 2015/16
113.1,48.3,10.794,0.5023,0,0,1,0,0,0,1,0.793,1,5.421,3754233,Premier League 2015/16
114.0,45.8,8.345,0.73,0,0,1,0,0,2,1,0.855,0,6.092,3754233,Premier League 2015/16
94.9,50.4,27.169,0.2712,0,0,0,0,0,2,1,0.74,0,7.368,3754270,Premier League 2015/16
105.5,26.5,19.812,0.2989,0,0,0,0,0,2,1,0.662,0,5.921,3754270,Premier League 2015/16
97.9,48.1,23.538,0.3175,0,0,0,0,1,4,1,0.797,0,7.473,3754270,Premier League 2015/16
109.1,57.6,20.702,0.2083,0,0,0,0,0,0,1,0.56,0,4.312,3754270,Premier League 2015/16
109.6,51.5,15.505,0.355,0,0,0,0,0,2,1,0.713,0,5.505,3754270,Premier League 2015/16
92.5,46.1,28.168,0.2758,0,0,0,0,0,2,1,0.847,0,7.768,3754270,Premier League 2015/16
114.7,33.5,8.387,0.6626,1,0,1,0,0,3,1,0.838,1,5.557,3754270,Premier League 2015/16
105.4,41.8,14.711,0.5277,1,0,0,0,0,2,1,0.955,0,7.763,3754270,Premier League 2015/16
114.4,36.9,6.401,1.0623,1,0,1,0,0,0,1,0.922,0,6.8,3754270,Premier League 2015/16
111.9,36.6,8.785,0.8142,0,1,1,0,0,0,1,0.915,0,7.153,3754270,Premier League 2015/16
112.0,47.5,10.966,0.5506,0,1,1,0,0,1,1,0.812,1,6.038,3754270,Premier League 2015/16
88.6,31.5,32.53,0.2365,0,0,0,0,0,2,1,0.787,0,7.694,3754270,Premier League 2015/16
115.0,35.9,6.466,0.9978,0,1,1,0,0,0,1,0.897,0,6.452,3754270,Premier League 2015/16
109.5,40.0,10.5,0.728,1,0,1,0,0,1,1,1.0,0,7.644,3754270,Premier League 2015/16
99.7,38.4,20.363,0.3868,0,0,0,0,0,2,1,0.96,0,7.877,3754270,Premier League 2015/16
101.7,26.8,22.564,0.2886,0,0,0,0,0,4,1,0.67,0,6.512,3754270,Premier League 2015/16
111.4,43.0,9.108,0.799,1,0,1,0,0,1,1,0.925,0,7.277,3754270,Premier League 2015/16
96.7,26.1,27.131,0.2533,0,0,0,0,0,3,1,0.653,0,6.872,3754270,Premier League 2015/16
106.6,14.8,28.541,0.1334,0,0,0,0,1,6,1,0.37,0,3.808,3754270,Premier League 2015/16
95.0,46.9,25.935,0.2957,0,0,0,0,0,2,1,0.828,0,7.668,3754270,Premier League 2015/16
111.0,52.6,15.484,0.3113,0,0,0,0,0,1,1,0.685,0,4.82,3754270,Premier League 2015/16
108.0,26.8,17.839,0.3076,0,0,0,0,0,0,1,0.67,0,5.486,3754270,Premier League 2015/16
107.2,42.8,13.103,0.5818,1,0,0,0,0,4,1,0.93,0,7.623,3754270,Premier League 2015/16
108.1,40.1,11.9,0.6485,0,0,0,1,0,0,0,0.997,1,7.717,3754270,Premier League 2015/16
90.8,43.2,29.375,0.2691,0,0,0,0,0,2,1,0.92,0,7.906,3754270,Premier League 2015/16
117.1,39.0,3.068,1.8476,1,0,1,0,0,0,1,0.975,1,5.668,3754270,Premier League 2015/16
115.0,44.7,6.862,0.9101,1,0,1,0,0,1,1,0.882,0,6.245,3754270,Premier League 2015/16
107.8,43.5,12.692,0.5922,0,1,0,0,0,2,1,0.912,0,7.516,3754270,Premier League 2015/16
113.9,45.9,8.486,0.7166,0,0,1,0,0,1,1,0.853,0,6.082,3754237,Premier League 2015/16
114.1,36.2,7.018,0.9571,1,0,1,0,0,4,1,0.905,0,6.717,3754237,Premier League 2015/16
113.4,44.8,8.161,0.8067,1,0,1,0,0,5,1,0.88,0,6.583,3754237,Premier League 2015/16
96.4,57.8,29.56,0.2166,0,0,0,0,0,5,1,0.555,0,6.404,3754237,Premier League 2015/16
108.1,25.7,18.604,0.2808,1,0,0,0,0,3,1,0.642,1,5.224,3754237,Premier League 2015/16
114.1,36.4,6.912,0.9784,0,0,1,0,0,1,1,0.91,0,6.762,3754237,Premier League 2015/16
113.0,36.6,7.782,0.8987,1,0,1,0,0,0,1,0.915,1,6.994,3754237,Premier League 2015/16
86.8,49.8,34.616,0.221,0,0,0,0,0,3,1,0.755,0,7.65,3754237,Premier League 2015/16
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,1,7.722,3754237,Premier League 2015/16
102.1,33.7,18.976,0.3944,0,0,0,0,0,1,1,0.843,0,7.483,3754237,Premier League 2015/16
112.2,35.0,9.265,0.7292,1,0,1,0,0,3,1,0.875,0,6.756,3754237,Premier League 2015/16
105.8,39.0,14.235,0.5468,0,1,0,0,0,2,1,0.975,0,7.783,3754237,Premier League 2015/16
91.0,37.8,29.083,0.2726,0,0,0,0,0,3,1,0.945,0,7.928,3754237,Premier League 2015/16
116.1,28.7,11.954,0.2411,0,0,0,0,0,0,1,0.718,0,2.882,3754237,Premier League 2015/16
109.5,54.4,17.822,0.2716,0,0,0,0,0,2,1,0.64,0,4.841,3754237,Premier League 2015/16
110.8,52.8,15.763,0.3066,0,0,0,0,0,0,1,0.68,0,4.833,3754237,Premier League 2015/16
111.0,36.1,9.809,0.7315,1,0,1,0,0,4,1,0.903,0,7.175,3754237,Premier League 2015/16
107.3,44.3,13.408,0.5552,0,0,0,0,0,6,1,0.893,0,7.445,3754237,Premier League 2015/16
106.4,36.3,14.094,0.5372,0,0,0,0,0,2,1,0.907,1,7.572,3754237,Premier League 2015/16
98.0,47.9,23.375,0.3204,0,0,0,0,0,2,1,0.802,0,7.489,3754237,Premier League 2015/16
103.8,30.4,18.831,0.3656,0,0,0,0,0,3,1,0.76,0,6.884,3754237,Premier League 2015/16
103.2,33.8,17.908,0.4154,0,0,0,0,0,2,1,0.845,1,7.44,3754237,Premier League 2015/16
100.6,42.8,19.601,0.3989,0,1,0,0,0,4,1,0.93,0,7.819,3754237,Premier League 2015/16
114.9,36.1,6.42,1.0171,1,0,1,0,0,1,1,0.903,1,6.53,3754237,Premier League 2015/16
99.4,43.1,20.832,0.3756,0,0,0,0,0,5,1,0.922,0,7.824,3754237,Premier League 2015/16
103.6,57.5,23.984,0.2304,0,0,0,0,0,2,1,0.562,0,5.527,3754237,Premier League 2015/16
86.5,39.2,33.51,0.2375,0,0,0,0,0,3,1,0.98,0,7.96,3754237,Premier League 2015/16
104.5,41.9,15.616,0.4984,0,0,0,0,0,1,1,0.953,0,7.783,3754237,Premier League 2015/16
109.0,56.5,19.831,0.2292,0,0,0,0,0,0,1,0.588,0,4.545,3754257,Premier League 2015/16
99.0,20.8,28.454,0.2086,0,0,0,0,0,2,1,0.52,0,5.936,3754257,Premier League 2015/16
91.3,38.1,28.763,0.2758,0,0,0,0,0,3,1,0.953,0,7.933,3754257,Premier League 2015/16
103.4,45.0,17.337,0.4366,1,0,0,0,0,2,1,0.875,0,7.57,3754257,Premier League 2015/16
111.6,37.9,8.659,0.8505,0,0,1,0,0,1,1,0.948,0,7.364,3754257,Premier League 2015/16
111.3,56.6,18.742,0.2047,0,0,0,0,0,0,1,0.585,0,3.836,3754257,Premier League 2015/16
96.5,22.4,29.36,0.2187,0,1,0,0,0,2,1,0.56,0,6.42,3754257,Premier League 2015/16
90.7,24.4,33.194,0.2126,0,0,0,0,0,2,1,0.61,0,7.057,3754257,Premier League 2015/16
107.1,35.7,13.598,0.5485,0,0,0,0,0,2,1,0.893,0,7.458,3754257,Premier League 2015/16
111.3,35.4,9.841,0.7108,0,1,1,0,0,2,1,0.885,0,6.995,3754257,Premier League 2015/16
96.4,45.5,24.232,0.3192,0,0,0,0,0,3,1,0.863,0,7.736,3754257,Premier League 2015/16
92.6,26.6,30.501,0.2353,0,0,0,0,0,0,1,0.665,0,7.177,3754257,Premier League 2015/16
96.4,44.2,23.971,0.3259,0,0,0,0,0,3,1,0.895,0,7.813,3754257,Premier League 2015/16
113.2,25.6,15.925,0.2251,0,1,0,0,0,0,1,0.64,0,3.584,3754257,Premier League 2015/16
94.1,36.3,26.163,0.3006,0,0,0,0,0,4,1,0.907,0,7.863,3754257,Premier League 2015/16
113.9,34.6,8.147,0.7696,0,0,1,0,0,0,1,0.865,0,6.27,3754257,Premier League 2015/16
96.5,46.4,24.356,0.3149,0,0,0,0,0,2,1,0.84,0,7.669,3754257,Premier League 2015/16
93.5,44.1,26.815,0.2929,0,0,0,0,0,3,1,0.897,0,7.853,3754257,Premier League 2015/16
112.7,34.0,9.449,0.6728,1,0,1,0,0,5,1,0.85,0,6.358,3754257,Premier League 2015/16
110.2,61.1,23.265,0.1482,0,0,0,0,0,2,1,0.472,0,3.447,3754257,Premier League 2015/16
109.8,43.3,10.721,0.6897,1,0,1,0,0,5,1,0.918,0,7.394,3754257,Premier League 2015/16
96.6,42.1,23.494,0.336,0,0,0,0,0,4,1,0.948,0,7.895,3754257,Premier League 2015/16
97.1,51.7,25.716,0.2766,0,0,0,0,0,1,1,0.707,0,7.114,3754257,Premier League 2015/16
110.8,36.1,9.992,0.7204,1,0,1,0,0,0,1,0.903,0,7.198,3754257,Premier League 2015/16
93.9,37.9,26.184,0.3023,0,0,0,0,0,3,1,0.948,0,7.915,3754257,Premier League 2015/16
111.0,39.5,9.014,0.8345,0,1,1,0,0,0,1,0.988,0,7.522,3754257,Premier League 2015/16
102.6,56.5,23.979,0.244,0,0,0,0,0,2,1,0.588,0,5.852,3754257,Premier League 2015/16
114.6,42.3,5.869,1.1672,0,0,1,0,0,0,1,0.943,1,6.851,3754257,Premier League 2015/16
61.6,9.9,65.701,0.1082,0,0,0,0,0,1,0,0.247,0,7.11,3754257,Premier League 2015/16
116.0,50.8,11.517,0.2678,0,0,0,0,0,0,1,0.73,0,3.084,3754257,Premier League 2015/16
117.0,36.9,4.314,1.4625,1,0,1,0,0,0,1,0.922,0,6.309,3754257,Premier League 2015/16
104.6,27.7,19.709,0.3195,0,0,0,0,0,1,1,0.693,0,6.296,3754266,Premier League 2015/16
97.7,63.0,32.036,0.1748,0,1,0,0,0,1,1,0.425,0,5.599,3754266,Premier League 2015/16
116.3,37.8,4.305,1.4855,1,0,1,0,0,4,1,0.945,0,6.395,3754266,Premier League 2015/16
100.6,20.9,27.224,0.2108,0,0,0,0,0,2,1,0.522,0,5.74,3754266,Premier League 2015/16
115.6,39.7,4.41,1.4731,1,0,1,0,0,0,1,0.993,0,6.497,3754266,Premier League 2015/16
96.3,23.7,28.764,0.2296,0,0,0,0,1,3,1,0.593,0,6.603,3754266,Premier League 2015/16
93.0,29.7,28.898,0.2578,0,1,0,0,0,4,1,0.742,0,7.451,3754266,Premier League 2015/16
112.7,44.3,8.472,0.8083,1,0,1,0,0,2,1,0.893,0,6.849,3754266,Premier League 2015/16
100.6,48.8,21.303,0.3407,0,0,0,0,0,4,1,0.78,0,7.257,3754266,Premier League 2015/16
107.5,43.1,12.879,0.5884,1,0,0,0,0,3,1,0.922,0,7.578,3754266,Premier League 2015/16
113.1,43.2,7.606,0.9221,1,0,1,0,0,1,1,0.92,0,7.013,3754266,Premier League 2015/16
106.7,58.9,23.111,0.2025,0,0,0,0,0,3,1,0.528,0,4.681,3754266,Premier League 2015/16
105.6,21.5,23.444,0.2126,0,0,0,0,0,1,1,0.537,0,4.985,3754266,Premier League 2015/16
108.4,45.1,12.672,0.5707,0,1,0,0,0,6,1,0.872,0,7.231,3754266,Premier League 2015/16
93.8,35.4,26.601,0.2943,0,0,0,0,1,9,1,0.885,0,7.828,3754266,Premier League 2015/16
93.2,36.1,27.082,0.2904,0,0,0,0,1,9,1,0.903,0,7.864,3754266,Premier League 2015/16
112.9,32.5,10.328,0.5597,1,0,1,0,0,1,1,0.812,0,5.78,3754266,Premier League 2015/16
95.8,49.7,26.072,0.2838,0,0,0,0,0,1,1,0.757,0,7.399,3754266,Premier League 2015/16
89.5,43.6,30.712,0.2573,0,0,0,0,1,8,1,0.91,0,7.903,3754266,Premier League 2015/16
97.2,22.5,28.742,0.2215,0,0,0,0,0,3,1,0.562,0,6.365,3754266,Premier League 2015/16
107.1,40.7,12.919,0.5998,0,0,0,0,0,0,1,0.982,0,7.749,3754266,Premier League 2015/16
92.0,31.9,29.148,0.2625,0,1,0,0,0,6,1,0.797,0,7.652,3754266,Premier League 2015/16
83.4,51.1,38.246,0.1997,0,1,0,0,0,2,1,0.722,0,7.637,3754266,Premier League 2015/16
108.3,40.1,11.7,0.6588,0,0,0,1,0,0,0,0.997,1,7.708,3754266,Premier League 2015/16
111.9,35.9,9.079,0.7731,0,1,1,0,0,1,1,0.897,0,7.018,3754266,Premier League 2015/16
50.3,60.2,72.568,0.1058,0,1,0,0,0,2,1,0.495,0,7.678,3754266,Premier League 2015/16
117.2,45.1,5.818,0.898,0,0,1,0,0,0,1,0.872,0,5.224,3754266,Premier League 2015/16
96.7,37.7,23.413,0.3369,0,0,0,0,1,8,1,0.943,0,7.888,3754266,Premier League 2015/16
105.8,25.4,20.367,0.2775,0,0,0,0,0,0,1,0.635,0,5.652,3754266,Premier League 2015/16
101.0,22.5,25.831,0.2293,0,0,0,0,0,2,1,0.562,0,5.923,3754266,Premier League 2015/16
97.6,39.7,22.402,0.3534,0,0,0,0,0,3,1,0.993,0,7.916,3754266,Premier League 2015/16
101.8,24.6,23.841,0.2577,0,0,0,0,0,2,1,0.615,0,6.144,3754256,Premier League 2015/16
98.3,57.2,27.69,0.2272,0,0,0,0,0,1,1,0.57,0,6.292,3754256,Premier League 2015/16
99.4,28.6,23.544,0.2971,0,0,0,0,0,2,1,0.715,0,6.994,3754256,Premier League 2015/16
92.5,44.0,27.789,0.2831,0,0,0,0,1,7,1,0.9,0,7.867,3754256,Premier League 2015/16
93.8,39.9,26.2,0.303,0,0,0,0,0,2,1,0.997,0,7.939,3754256,Premier League 2015/16
108.2,31.8,14.369,0.4601,0,0,0,0,0,2,1,0.795,1,6.612,3754256,Premier League 2015/16
108.7,41.1,11.353,0.6752,1,0,1,0,0,0,1,0.972,1,7.666,3754256,Premier League 2015/16
100.9,56.8,25.437,0.2376,0,0,0,0,0,1,1,0.58,0,6.043,3754256,Premier League 2015/16
117.1,36.4,4.623,1.3433,1,0,1,0,0,0,1,0.91,0,6.21,3754256,Premier League 2015/16
101.1,24.3,24.57,0.2518,0,0,0,0,0,3,1,0.608,0,6.187,3754256,Premier League 2015/16
104.2,42.6,16.012,0.4841,0,0,0,0,0,2,1,0.935,0,7.751,3754256,Premier League 2015/16
107.3,26.1,18.828,0.2916,0,0,0,0,0,2,1,0.653,0,5.49,3754256,Premier League 2015/16
114.5,22.7,18.153,0.1394,0,0,0,0,0,5,0,0.568,0,2.531,3754256,Premier League 2015/16
115.4,33.0,8.376,0.5968,0,1,1,0,0,0,1,0.825,0,4.999,3754256,Premier League 2015/16
106.1,53.1,19.1,0.3086,0,0,0,0,0,2,1,0.672,0,5.894,3754256,Premier League 2015/16
109.4,45.2,11.807,0.6021,1,0,1,0,0,4,1,0.87,0,7.109,3754256,Premier League 2015/16
107.7,46.4,13.865,0.5092,0,0,0,0,0,3,1,0.84,0,7.06,3754256,Premier League 2015/16
104.6,51.1,18.983,0.3436,0,0,0,0,0,0,1,0.722,1,6.522,3754256,Premier League 2015/16
112.9,55.4,16.958,0.2062,0,0,0,0,0,1,1,0.615,0,3.496,3754256,Premier League 2015/16
99.5,54.0,24.824,0.2667,0,0,0,0,0,6,1,0.65,0,6.621,3754256,Premier League 2015/16
108.0,31.8,14.534,0.457,0,0,0,0,0,0,1,0.795,0,6.642,3754256,Premier League 2015/16
99.4,42.8,20.789,0.377,0,1,0,0,0,5,1,0.93,0,7.838,3754256,Premier League 2015/16
118.2,31.8,8.395,0.2584,0,0,0,0,0,0,1,0.795,0,2.169,3754256,Premier League 2015/16
97.9,24.5,26.994,0.2432,0,0,0,0,1,3,1,0.613,0,6.564,3754256,Premier League 2015/16
103.3,31.5,18.739,0.3793,0,0,0,0,0,3,1,0.787,0,7.108,3754256,Premier League 2015/16
88.4,28.2,33.731,0.2216,0,0,0,0,0,0,1,0.705,0,7.477,3754288,Premier League 2015/16
105.2,51.3,18.621,0.3438,0,1,0,0,0,0,1,0.718,0,6.401,3754288,Premier League 2015/16
116.3,35.7,5.673,1.0706,1,0,1,0,0,2,1,0.893,0,6.073,3754288,Premier League 2015/16
89.9,29.2,31.979,0.2348,0,0,0,0,1,4,1,0.73,0,7.509,3754288,Premier League 2015/16
103.5,51.9,20.344,0.3203,0,1,0,0,0,5,1,0.703,1,6.517,3754288,Premier League 2015/16
90.0,54.3,33.234,0.217,0,0,0,0,0,3,1,0.643,0,7.212,3754288,Premier League 2015/16
91.1,41.0,28.917,0.2748,0,0,0,0,0,5,1,0.975,0,7.945,3754288,Premier League 2015/16
94.3,44.0,26.009,0.3018,0,0,0,0,1,9,1,0.9,0,7.849,3754288,Premier League 2015/16
114.1,35.6,7.36,0.8908,1,0,1,0,0,4,1,0.89,0,6.556,3754288,Premier League 2015/16
106.1,38.6,13.97,0.5555,1,0,0,0,0,2,1,0.965,0,7.76,3754288,Premier League 2015/16
107.4,29.8,16.211,0.3878,0,0,0,0,0,0,1,0.745,0,6.286,3754288,Premier League 2015/16
112.8,44.5,8.491,0.7987,0,1,1,0,0,5,1,0.887,1,6.781,3754288,Premier League 2015/16
102.3,34.7,18.476,0.4105,0,1,0,0,0,4,1,0.868,0,7.584,3754288,Premier League 2015/16
113.0,40.2,7.003,1.0378,1,0,1,0,0,1,1,0.995,0,7.267,3754288,Premier League 2015/16
98.1,38.0,21.991,0.3585,0,0,0,0,0,4,1,0.95,0,7.883,3754288,Premier League 2015/16
107.4,18.4,25.006,0.1639,0,1,0,0,0,3,1,0.46,0,4.1,3754288,Premier League 2015/16
102.9,36.4,17.475,0.4416,0,0,0,0,0,2,1,0.91,0,7.717,3754288,Premier League 2015/16
105.0,24.8,21.355,0.2662,0,0,0,0,0,2,1,0.62,0,5.685,3754288,Premier League 2015/16
113.3,41.7,6.912,1.0356,1,0,1,0,0,1,1,0.957,1,7.158,3754288,Premier League 2015/16
61.3,40.1,58.7,0.1361,0,0,0,0,0,3,1,0.997,0,7.988,3754288,Premier League 2015/16
93.1,25.0,30.8,0.2268,0,0,0,0,0,0,1,0.625,0,6.985,3754288,Premier League 2015/16
112.5,55.0,16.771,0.2225,0,0,0,0,0,0,1,0.625,0,3.731,3754238,Premier League 2015/16
