x,y,distance,angle,is_header,is_volley,is_big_chance,is_penalty,is_free_kick,defenders_in_cone,gk_set,centrality,goal,dist_angle,match_id,competition
106.4,54.6,19.953,0.2774,0,0,0,0,0,0,1,0.635,0,5.535,3869552,WC 2022
105.4,26.8,19.682,0.3047,0,0,0,0,0,0,1,0.67,0,5.997,3869552,WC 2022
95.3,53.3,28.053,0.2509,0,0,0,0,0,1,1,0.668,0,7.038,3869552,WC 2022
96.0,32.9,25.028,0.3047,0,0,0,0,0,2,1,0.823,0,7.627,3869552,WC 2022
111.9,44.5,9.266,0.7478,1,0,1,0,0,5,1,0.887,0,6.93,3869552,WC 2022
104.3,46.5,16.992,0.4316,0,1,0,0,0,5,1,0.838,0,7.333,3869552,WC 2022
111.7,30.9,12.317,0.4551,0,0,0,0,0,1,1,0.772,0,5.605,3869552,WC 2022
105.8,42.5,14.418,0.5345,0,0,0,0,0,2,1,0.938,0,7.707,3869552,WC 2022
113.7,47.9,10.104,0.5296,0,1,1,0,0,1,1,0.802,0,5.351,3869552,WC 2022
107.2,33.9,14.179,0.5054,0,0,0,0,0,5,1,0.847,0,7.166,3869552,WC 2022
96.7,37.2,23.468,0.3354,0,1,0,0,0,6,1,0.93,0,7.871,3869552,WC 2022
94.0,50.6,28.078,0.2631,0,1,0,0,0,5,1,0.735,0,7.386,3869552,WC 2022
109.8,35.1,11.316,0.6294,0,1,1,0,0,2,1,0.878,0,7.123,3869552,WC 2022
92.5,36.0,27.789,0.2831,0,0,0,0,0,4,1,0.9,0,7.867,3869552,WC 2022
114.5,45.5,7.778,0.7797,1,0,1,0,0,1,1,0.863,0,6.065,3869552,WC 2022
111.6,27.3,15.227,0.3018,0,0,0,0,0,0,1,0.682,0,4.596,3869552,WC 2022
107.2,29.8,16.367,0.3861,0,0,0,0,0,2,1,0.745,0,6.32,3869552,WC 2022
115.6,43.8,5.814,1.1026,0,0,1,0,0,0,1,0.905,1,6.41,3869552,WC 2022
107.1,41.0,12.939,0.5983,1,0,0,0,0,3,1,0.975,0,7.741,3869552,WC 2022
106.9,32.9,14.9,0.4706,0,0,0,0,0,1,1,0.823,0,7.012,3869552,WC 2022
103.0,48.2,18.874,0.3803,0,0,0,0,0,4,1,0.795,0,7.177,3869552,WC 2022
98.1,48.0,23.315,0.3206,0,0,0,0,0,5,1,0.8,0,7.475,3869552,WC 2022
108.6,44.6,12.293,0.5937,0,1,0,0,0,4,1,0.885,0,7.299,3869552,WC 2022
115.9,37.4,4.855,1.344,0,0,1,0,0,1,1,0.935,0,6.525,3869552,WC 2022
98.8,20.8,28.602,0.2084,0,0,0,0,0,3,1,0.52,0,5.96,3869420,WC 2022
112.2,43.2,8.431,0.8476,0,1,1,0,0,1,1,0.92,0,7.146,3869420,WC 2022
99.5,27.0,24.274,0.2786,0,0,0,0,0,3,1,0.675,0,6.764,3869420,WC 2022
103.0,34.8,17.778,0.4256,0,0,0,0,0,3,1,0.87,0,7.566,3869420,WC 2022
107.2,24.9,19.795,0.266,0,0,0,0,0,2,1,0.622,0,5.265,3869420,WC 2022
96.4,49.8,25.554,0.2881,0,0,0,0,0,1,1,0.755,0,7.363,3869420,WC 2022
100.8,20.7,27.224,0.2087,0,0,0,0,0,4,1,0.517,0,5.683,3869420,WC 2022
100.9,17.2,29.743,0.1741,0,0,0,0,1,5,1,0.43,0,5.179,3869420,WC 2022
111.9,41.4,8.22,0.8986,1,0,1,0,0,2,1,0.965,0,7.387,3869420,WC 2022
112.6,29.0,13.257,0.3549,0,0,0,0,0,0,1,0.725,0,4.705,3869420,WC 2022
89.1,28.8,32.867,0.2282,0,0,0,0,1,6,1,0.72,0,7.501,3869420,WC 2022
111.6,34.5,10.04,0.6701,0,1,1,0,0,0,1,0.863,0,6.728,3869420,WC 2022
101.4,53.7,23.101,0.2799,0,0,0,0,0,2,1,0.657,0,6.466,3869420,WC 2022
101.2,57.3,25.549,0.232,0,0,0,0,0,3,1,0.568,0,5.926,3869420,WC 2022
114.1,28.2,13.193,0.2902,0,0,0,0,0,0,1,0.705,0,3.829,3869420,WC 2022
104.6,32.8,17.0,0.4239,0,0,0,0,0,4,1,0.82,0,7.207,3869420,WC 2022
109.4,41.0,10.647,0.7166,1,0,1,0,0,2,1,0.975,0,7.629,3869420,WC 2022
107.0,54.2,19.252,0.2853,0,0,0,0,0,2,1,0.645,0,5.492,3869420,WC 2022
102.5,50.1,20.205,0.3428,0,0,0,0,0,3,1,0.747,0,6.927,3869420,WC 2022
104.7,46.8,16.743,0.4337,0,1,0,0,0,4,1,0.83,0,7.261,3869420,WC 2022
94.6,56.8,30.453,0.2194,0,0,0,0,0,2,1,0.58,0,6.68,3869420,WC 2022
112.9,49.4,11.78,0.4333,1,0,1,0,0,2,1,0.765,0,5.105,3869420,WC 2022
107.2,38.8,12.856,0.6012,0,1,0,0,0,1,1,0.97,0,7.73,3869420,WC 2022
103.7,46.4,17.511,0.4217,0,0,0,0,0,3,1,0.84,0,7.385,3869420,WC 2022
96.9,22.6,28.92,0.2216,0,0,0,0,0,4,1,0.565,0,6.408,3869420,WC 2022
116.5,47.2,8.006,0.5273,0,0,1,0,0,1,1,0.82,1,4.221,3869420,WC 2022
103.2,38.6,16.858,0.4645,0,0,0,0,0,2,1,0.965,1,7.831,3869420,WC 2022
91.5,55.0,32.206,0.2197,0,0,0,0,0,1,1,0.625,0,7.074,3869420,WC 2022
114.0,31.0,10.817,0.4437,0,1,1,0,0,2,1,0.775,0,4.799,3869420,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,1,7.722,3869420,WC 2022
107.9,40.0,12.1,0.6385,0,0,0,1,0,0,0,1.0,0,7.726,3869420,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,1,7.722,3869420,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,1,7.722,3869420,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,1,7.722,3869420,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,1,7.722,3869420,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,1,7.722,3869420,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,1,1.0,0,7.722,3869420,WC 2022
93.4,27.5,29.391,0.2459,0,0,0,0,1,4,1,0.688,0,7.228,3869220,WC 2022
115.0,25.0,15.811,0.1693,0,1,0,0,0,0,1,0.625,0,2.677,3869220,WC 2022
89.4,37.7,30.686,0.2585,0,0,0,0,0,3,1,0.943,0,7.934,3869220,WC 2022
113.2,43.7,7.741,0.8915,1,0,1,0,0,4,1,0.907,0,6.901,3869220,WC 2022
110.2,12.6,29.1,0.0941,0,0,0,0,0,4,1,0.315,0,2.738,3869220,WC 2022
97.2,31.3,24.403,0.3049,0,1,0,0,0,1,1,0.782,0,7.441,3869220,WC 2022
118.8,50.9,10.966,0.0918,0,0,0,0,0,0,1,0.728,0,1.007,3869220,WC 2022
110.6,40.8,9.434,0.8002,0,1,1,0,0,2,1,0.98,0,7.549,3869220,WC 2022
115.3,51.1,12.054,0.283,1,0,0,0,0,0,1,0.722,0,3.411,3869220,WC 2022
107.7,38.8,12.358,0.6238,1,0,0,0,0,4,1,0.97,0,7.709,3869220,WC 2022
112.5,28.9,13.396,0.3518,0,0,0,0,0,2,1,0.722,0,4.713,3869220,WC 2022
79.9,46.8,40.672,0.1934,0,0,0,0,0,4,1,0.83,0,7.865,3869220,WC 2022
109.7,47.1,12.51,0.5304,0,0,0,0,0,1,1,0.823,0,6.636,3869220,WC 2022
100.3,53.3,23.769,0.2796,0,1,0,0,0,7,1,0.668,0,6.645,3869220,WC 2022
59.6,39.7,60.401,0.1323,0,0,0,0,0,1,1,0.993,0,7.988,3869220,WC 2022
102.6,47.1,18.793,0.3915,0,0,0,0,0,2,1,0.823,0,7.358,3869220,WC 2022
104.3,44.4,16.305,0.4658,1,0,0,0,0,2,1,0.89,0,7.595,3869220,WC 2022
117.8,48.1,8.393,0.3126,0,1,0,0,0,0,1,0.797,0,2.624,3869220,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,1,7.722,3869220,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,1,1.0,0,7.722,3869220,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,1,7.722,3869220,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,0,7.722,3869220,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,0,7.722,3869220,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,0,7.722,3869220,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,1,7.722,3869220,WC 2022
112.6,38.8,7.497,0.9743,1,0,1,0,0,3,1,0.97,0,7.304,3869219,WC 2022
116.7,29.0,11.484,0.224,0,0,0,0,0,0,1,0.725,0,2.572,3869219,WC 2022
114.5,38.3,5.757,1.1993,0,1,1,0,0,4,1,0.957,0,6.904,3869219,WC 2022
101.1,43.6,19.24,0.4035,0,0,0,0,0,6,1,0.91,0,7.763,3869219,WC 2022
114.1,28.8,12.659,0.3162,0,0,0,0,0,2,1,0.72,0,4.003,3869219,WC 2022
113.5,44.3,7.794,0.8603,0,1,1,0,0,2,1,0.893,1,6.705,3869219,WC 2022
94.7,38.3,25.357,0.3123,0,0,0,0,0,3,1,0.957,0,7.918,3869219,WC 2022
100.1,47.1,21.129,0.3543,0,1,0,0,0,4,1,0.823,0,7.485,3869219,WC 2022
98.2,36.8,22.034,0.3557,0,1,0,0,0,5,1,0.92,0,7.837,3869219,WC 2022
106.0,34.1,15.192,0.4806,1,0,0,0,0,2,1,0.853,1,7.302,3869219,WC 2022
94.4,52.9,28.667,0.2489,0,0,0,0,0,2,1,0.677,0,7.135,3869219,WC 2022
90.0,41.9,30.06,0.2641,0,0,0,0,0,4,1,0.953,0,7.938,3869219,WC 2022
97.8,36.3,22.506,0.3474,0,0,0,0,0,2,1,0.907,0,7.818,3869219,WC 2022
100.4,43.7,19.946,0.3896,0,0,0,0,0,4,1,0.907,0,7.772,3869219,WC 2022
96.3,48.9,25.316,0.2946,0,1,0,0,0,3,1,0.778,0,7.458,3869219,WC 2022
95.5,48.2,25.836,0.2922,0,0,0,0,0,3,1,0.795,0,7.55,3869219,WC 2022
98.9,23.8,26.602,0.2394,0,0,0,0,0,2,1,0.595,0,6.368,3869219,WC 2022
109.5,45.1,11.673,0.6097,1,0,1,0,0,1,1,0.872,0,7.117,3869219,WC 2022
107.5,44.5,13.285,0.5572,1,0,0,0,0,4,1,0.887,0,7.403,3869219,WC 2022
98.1,30.4,23.912,0.3054,0,0,0,0,0,2,1,0.76,0,7.302,3869219,WC 2022
110.5,42.8,9.904,0.7469,1,0,1,0,0,2,1,0.93,0,7.397,3869219,WC 2022
114.6,49.3,10.754,0.4091,1,0,1,0,0,2,1,0.768,0,4.399,3869219,WC 2022
107.2,34.1,14.094,0.511,0,1,0,0,0,7,1,0.853,0,7.202,3869219,WC 2022
95.1,31.3,26.376,0.2851,0,1,0,0,0,7,1,0.782,0,7.52,3869219,WC 2022
99.8,34.6,20.909,0.3663,0,0,0,0,0,2,1,0.865,0,7.66,3869219,WC 2022
95.7,37.1,24.472,0.3219,0,1,0,0,0,4,1,0.927,0,7.878,3869219,WC 2022
102.6,40.3,17.403,0.4518,0,1,0,0,0,5,1,0.993,0,7.862,3869219,WC 2022
112.8,47.7,10.542,0.5444,1,0,1,0,0,1,1,0.807,0,5.739,3869219,WC 2022
106.8,19.7,24.214,0.1831,0,0,0,0,0,4,1,0.492,0,4.433,3869219,WC 2022
99.8,33.0,21.378,0.3512,0,0,0,0,0,2,1,0.825,0,7.508,3869219,WC 2022
108.1,40.1,11.9,0.6485,0,0,0,1,0,0,0,0.997,0,7.717,3869219,WC 2022
108.1,40.1,11.9,0.6485,0,0,0,1,0,0,0,0.997,1,7.717,3869219,WC 2022
108.1,40.1,11.9,0.6485,0,0,0,1,0,0,0,0.997,0,7.717,3869219,WC 2022
108.1,40.1,11.9,0.6485,0,0,0,1,0,0,0,0.997,1,7.717,3869219,WC 2022
108.1,40.1,11.9,0.6485,0,0,0,1,0,0,0,0.997,1,7.717,3869219,WC 2022
108.1,40.1,11.9,0.6485,0,0,0,1,0,0,1,0.997,0,7.717,3869219,WC 2022
108.1,40.1,11.9,0.6485,0,0,0,1,0,0,0,0.997,0,7.717,3869219,WC 2022
108.1,40.1,11.9,0.6485,0,0,0,1,0,0,0,0.997,1,7.717,3869219,WC 2022
111.3,44.4,9.749,0.7219,0,0,1,0,0,2,1,0.89,0,7.038,3869253,WC 2022
110.0,29.9,14.213,0.4062,0,0,0,0,0,4,1,0.747,1,5.773,3869253,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,1,7.722,3869253,WC 2022
90.4,28.0,31.94,0.2316,0,0,0,0,0,2,1,0.7,0,7.397,3869253,WC 2022
91.7,46.4,29.015,0.2676,0,0,0,0,0,5,1,0.84,0,7.763,3869253,WC 2022
82.7,33.0,37.951,0.2065,0,0,0,0,0,3,1,0.825,0,7.838,3869253,WC 2022
110.7,43.3,9.868,0.7406,0,0,1,0,0,0,1,0.918,1,7.309,3869253,WC 2022
94.7,30.7,26.955,0.2775,0,0,0,0,0,4,1,0.767,0,7.48,3869253,WC 2022
119.3,30.8,9.227,0.0808,0,0,0,0,0,0,1,0.77,0,0.746,3869253,WC 2022
93.6,43.2,26.593,0.2965,0,0,0,0,0,5,1,0.92,0,7.886,3869253,WC 2022
110.0,44.8,11.092,0.6418,0,1,1,0,0,4,1,0.88,1,7.119,3869253,WC 2022
112.0,49.2,12.192,0.4496,0,0,0,0,0,0,1,0.77,0,5.481,3869253,WC 2022
110.3,51.6,15.121,0.3499,0,0,0,0,0,1,1,0.71,0,5.291,3869253,WC 2022
111.4,42.3,8.902,0.8274,0,0,1,0,0,1,1,0.943,0,7.366,3869253,WC 2022
104.3,51.7,19.58,0.3294,0,0,0,0,0,1,1,0.707,0,6.45,3869253,WC 2022
105.3,27.9,19.039,0.3272,0,0,0,0,0,0,1,0.698,0,6.23,3869253,WC 2022
110.4,50.6,14.301,0.3869,0,0,0,0,0,1,1,0.735,0,5.532,3869253,WC 2022
110.4,26.8,16.322,0.2976,0,0,0,0,0,3,1,0.67,0,4.857,3869253,WC 2022
91.0,34.0,29.614,0.2632,0,0,0,0,1,7,1,0.85,0,7.795,3869253,WC 2022
114.6,51.1,12.344,0.3068,0,0,0,0,0,0,1,0.722,0,3.787,3869253,WC 2022
106.8,51.7,17.639,0.3436,0,1,0,0,0,3,1,0.707,0,6.061,3869253,WC 2022
93.7,39.8,26.301,0.3019,0,1,0,0,0,7,1,0.995,1,7.939,3869253,WC 2022
111.1,53.1,15.837,0.2944,0,0,0,0,0,4,1,0.672,0,4.663,3869253,WC 2022
116.1,41.0,4.026,1.5641,1,0,1,0,0,1,1,0.975,0,6.297,3869253,WC 2022
112.9,53.6,15.342,0.2534,0,1,0,0,0,0,1,0.66,0,3.887,3869253,WC 2022
88.4,46.1,32.183,0.243,0,0,0,0,0,3,1,0.847,0,7.821,3869253,WC 2022
114.3,40.0,5.7,1.2238,1,0,1,0,0,4,1,1.0,0,6.976,3869152,WC 2022
116.0,51.8,12.46,0.2259,0,0,0,0,0,1,1,0.705,0,2.815,3869152,WC 2022
87.8,30.9,33.461,0.2293,0,0,0,0,0,2,1,0.772,0,7.673,3869152,WC 2022
99.2,46.7,21.852,0.346,0,0,0,0,0,2,1,0.832,0,7.562,3869152,WC 2022
92.5,43.3,27.697,0.2849,0,0,0,0,0,2,1,0.918,0,7.891,3869152,WC 2022
94.5,56.1,30.157,0.2245,0,0,0,0,0,3,1,0.597,0,6.77,3869152,WC 2022
109.5,24.7,18.556,0.2505,0,0,0,0,0,2,1,0.617,0,4.648,3869152,WC 2022
94.8,26.6,28.541,0.2473,0,0,0,0,1,3,1,0.665,0,7.058,3869152,WC 2022
99.1,56.2,26.443,0.24,0,0,0,0,0,3,1,0.595,0,6.346,3869152,WC 2022
111.5,24.9,17.328,0.2348,0,0,0,0,0,2,1,0.622,0,4.069,3869152,WC 2022
105.2,44.5,15.469,0.4876,0,1,0,0,0,6,1,0.887,0,7.542,3869152,WC 2022
106.6,41.6,13.495,0.5731,0,0,0,0,0,3,1,0.96,0,7.734,3869152,WC 2022
111.4,43.9,9.443,0.7546,0,1,1,0,0,3,1,0.903,0,7.126,3869152,WC 2022
114.1,50.5,12.044,0.3506,0,1,0,0,0,2,1,0.738,0,4.223,3869152,WC 2022
105.6,32.3,16.329,0.4308,0,0,0,0,0,1,1,0.807,1,7.035,3869152,WC 2022
108.8,51.7,16.197,0.3489,0,1,0,0,0,2,1,0.707,0,5.65,3869152,WC 2022
106.9,63.2,26.643,0.1499,0,0,0,0,1,5,1,0.42,0,3.994,3869152,WC 2022
98.0,38.5,22.051,0.3581,0,1,0,0,0,6,1,0.963,0,7.897,3869152,WC 2022
102.0,26.7,22.381,0.2887,0,0,0,0,0,2,1,0.667,0,6.461,3869152,WC 2022
110.2,26.3,16.844,0.2849,0,0,0,0,0,2,1,0.657,0,4.798,3869152,WC 2022
115.8,46.8,7.992,0.6119,0,1,1,0,0,0,1,0.83,0,4.891,3869152,WC 2022
114.0,32.0,10.0,0.5191,1,0,1,0,0,2,1,0.8,0,5.191,3869152,WC 2022
104.8,28.6,19.0,0.3389,0,0,0,0,0,1,1,0.715,1,6.438,3869152,WC 2022
105.0,33.4,16.388,0.4436,0,0,0,0,0,3,1,0.835,0,7.269,3869152,WC 2022
106.2,25.2,20.236,0.2735,0,0,0,0,0,2,1,0.63,1,5.535,3869152,WC 2022
105.6,48.7,16.824,0.4073,0,1,0,0,0,2,1,0.782,0,6.852,3869152,WC 2022
113.0,40.0,7.0,1.0383,1,0,1,0,0,2,1,1.0,0,7.268,3869152,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,1,7.722,3869152,WC 2022
107.1,34.9,13.872,0.5293,0,1,0,0,0,0,1,0.872,0,7.342,3869117,WC 2022
104.9,43.7,15.547,0.4914,0,0,0,0,0,4,1,0.907,1,7.64,3869117,WC 2022
103.6,30.6,18.903,0.367,0,0,0,0,0,2,1,0.765,0,6.937,3869117,WC 2022
106.1,62.1,26.108,0.1655,0,1,0,0,0,0,1,0.448,0,4.322,3869117,WC 2022
97.5,53.3,26.137,0.2635,0,1,0,0,0,2,1,0.668,0,6.888,3869117,WC 2022
105.2,46.2,16.046,0.4559,0,0,0,0,0,2,1,0.845,0,7.315,3869117,WC 2022
107.6,38.5,12.49,0.6164,0,0,0,0,0,3,1,0.963,1,7.699,3869117,WC 2022
109.1,36.5,11.448,0.6485,1,0,1,0,0,5,1,0.912,0,7.424,3869117,WC 2022
116.5,37.1,4.545,1.4059,0,1,1,0,0,3,1,0.927,0,6.39,3869117,WC 2022
108.4,37.0,11.982,0.6289,1,0,1,0,0,3,1,0.925,0,7.536,3869117,WC 2022
100.9,57.3,25.77,0.2315,0,0,0,0,0,4,1,0.568,0,5.967,3869117,WC 2022
98.4,27.3,25.057,0.2753,0,0,0,0,0,2,1,0.682,0,6.897,3869117,WC 2022
102.1,35.0,18.585,0.4101,0,1,0,0,0,3,1,0.875,0,7.621,3869117,WC 2022
100.0,50.7,22.682,0.3106,0,0,0,0,0,2,1,0.732,0,7.045,3869117,WC 2022
98.6,47.0,22.516,0.3355,0,0,0,0,0,3,1,0.825,0,7.554,3869117,WC 2022
99.1,51.0,23.618,0.2993,0,0,0,0,0,3,1,0.725,0,7.069,3869117,WC 2022
111.8,41.3,8.302,0.8919,1,0,1,0,0,3,1,0.968,0,7.405,3869117,WC 2022
94.5,37.8,25.595,0.309,0,0,0,0,0,3,1,0.945,0,7.908,3869117,WC 2022
113.1,34.4,8.887,0.7197,1,0,1,0,0,0,1,0.86,0,6.396,3869117,WC 2022
98.9,49.9,23.307,0.3099,0,0,0,0,0,2,1,0.753,0,7.222,3869117,WC 2022
115.2,55.6,16.322,0.1522,0,0,0,0,0,1,1,0.61,0,2.484,3869117,WC 2022
115.1,45.2,7.145,0.8412,0,0,1,0,0,0,1,0.87,1,6.011,3869117,WC 2022
109.5,32.8,12.731,0.5218,0,0,0,0,0,0,1,0.82,0,6.644,3869117,WC 2022
99.5,25.3,25.226,0.2585,0,0,0,0,0,1,1,0.633,0,6.52,3869117,WC 2022
113.5,44.3,7.794,0.8603,0,1,1,0,0,0,1,0.893,1,6.705,3869117,WC 2022
107.2,43.0,13.147,0.5784,0,1,0,0,0,6,1,0.925,0,7.604,3869117,WC 2022
103.1,51.4,20.386,0.3263,0,0,0,0,0,2,1,0.715,0,6.651,3869117,WC 2022
103.9,44.2,16.639,0.4587,0,1,0,0,0,3,1,0.895,0,7.631,3869117,WC 2022
111.3,40.2,8.702,0.8616,1,0,1,0,0,3,1,0.995,0,7.498,3869117,WC 2022
98.2,27.8,24.982,0.2793,0,0,0,0,0,1,1,0.695,0,6.978,3857270,WC 2022
104.9,30.5,17.84,0.3802,0,1,0,0,0,1,1,0.762,0,6.783,3857270,WC 2022
90.8,53.9,32.34,0.2231,0,0,0,0,0,3,1,0.653,0,7.214,3857270,WC 2022
109.4,37.1,10.99,0.6804,1,0,1,0,0,4,1,0.927,0,7.478,3857270,WC 2022
101.0,30.9,21.067,0.3414,0,0,0,0,0,2,1,0.772,0,7.192,3857270,WC 2022
96.0,23.4,29.182,0.2259,0,0,0,0,1,3,1,0.585,0,6.591,3857270,WC 2022
92.4,50.0,29.356,0.2554,0,1,0,0,0,5,1,0.75,0,7.496,3857270,WC 2022
106.8,41.3,13.264,0.5836,0,0,0,0,0,0,1,0.968,0,7.74,3857270,WC 2022
99.4,24.7,25.66,0.2511,0,0,0,0,0,2,1,0.617,0,6.443,3857270,WC 2022
91.6,31.8,29.56,0.2589,0,0,0,0,0,3,1,0.795,0,7.654,3857270,WC 2022
108.4,29.5,15.646,0.3853,0,0,0,0,0,2,1,0.738,0,6.029,3857270,WC 2022
93.1,33.0,27.796,0.2771,0,0,0,0,0,2,1,0.825,0,7.702,3857270,WC 2022
107.9,27.1,17.687,0.3152,0,0,0,0,0,0,1,0.677,0,5.576,3857270,WC 2022
99.4,14.6,32.704,0.1552,0,0,0,0,0,3,1,0.365,1,5.075,3857270,WC 2022
84.9,19.1,40.851,0.1683,0,0,0,0,0,2,1,0.478,0,6.875,3857270,WC 2022
102.9,39.7,17.103,0.4594,0,1,0,0,0,1,1,0.993,0,7.858,3857270,WC 2022
92.8,43.6,27.437,0.2872,0,0,0,0,0,4,1,0.91,0,7.879,3857270,WC 2022
108.1,33.8,13.418,0.5258,1,0,0,0,0,4,1,0.845,0,7.056,3857270,WC 2022
99.2,43.2,21.045,0.3717,0,0,0,0,0,3,1,0.92,0,7.822,3857270,WC 2022
115.6,34.0,7.44,0.7297,0,1,1,0,0,2,1,0.85,0,5.429,3857270,WC 2022
109.3,50.0,14.645,0.4072,0,0,0,0,0,0,1,0.75,0,5.963,3857270,WC 2022
95.3,49.1,26.323,0.284,0,0,0,0,0,1,1,0.772,0,7.476,3857270,WC 2022
88.2,44.5,32.117,0.2455,0,0,0,0,0,5,1,0.887,0,7.884,3857270,WC 2022
108.0,40.0,12.0,0.6435,0,0,0,1,0,0,0,1.0,1,7.722,3857270,WC 2022
117.7,50.0,10.261,0.2032,0,1,0,0,0,1,1,0.75,0,2.085,3857270,WC 2022
100.6,35.0,20.034,0.3829,0,1,0,0,0,3,1,0.875,0,7.67,3857270,WC 2022
100.5,26.1,23.947,0.2729,0,0,0,0,0,1,1,0.653,0,6.534,3857263,WC 2022
96.6,23.3,28.748,0.227,0,0,0,0,0,2,1,0.583,0,6.526,3857263,WC 2022
102.8,56.6,23.904,0.2429,0,0,0,0,0,3,1,0.585,0,5.805,3857263,WC 2022
102.8,46.4,18.352,0.4052,0,0,0,0,0,1,1,0.84,0,7.436,3857263,WC 2022
89.6,25.9,33.511,0.2163,0,0,0,0,0,3,1,0.647,0,7.247,3857263,WC 2022
109.8,54.6,17.81,0.2646,0,0,0,0,0,5,1,0.635,0,4.712,3857263,WC 2022
113.7,60.2,21.16,0.1162,0,1,0,0,0,1,1,0.495,0,2.459,3857263,WC 2022
105.8,40.6,14.213,0.5483,0,0,0,0,0,2,1,0.985,0,7.793,3857263,WC 2022
85.8,31.1,35.339,0.2184,0,0,0,0,0,1,1,0.778,0,7.718,3857263,WC 2022
113.2,34.3,8.873,0.7144,0,0,1,0,0,0,1,0.857,1,6.339,3857263,WC 2022
96.2,39.7,23.802,0.333,0,0,0,0,0,5,1,0.993,0,7.925,3857263,WC 2022
101.7,45.4,19.08,0.3982,0,0,0,0,0,1,1,0.865,0,7.597,3857263,WC 2022
111.2,41.5,8.927,0.8354,0,0,1,0,0,1,1,0.963,0,7.458,3857263,WC 2022
110.1,50.1,14.143,0.4064,0,0,0,0,0,0,1,0.747,0,5.748,3857263,WC 2022
104.9,23.6,22.293,0.2461,0,1,0,0,0,3,1,0.59,0,5.486,3857263,WC 2022
111.3,42.8,9.139,0.8005,1,0,1,0,0,4,1,0.93,0,7.316,3857263,WC 2022
98.9,25.7,25.489,0.2603,0,0,0,0,1,4,1,0.642,0,6.636,3857263,WC 2022
110.8,51.9,15.042,0.3367,0,0,0,0,0,0,1,0.703,1,5.065,3857263,WC 2022
110.4,33.0,11.881,0.5504,1,0,1,0,0,1,1,0.825,0,6.539,3857259,WC 2022
114.4,54.2,15.264,0.2036,0,0,0,0,0,0,1,0.645,0,3.108,3857259,WC 2022
108.2,21.4,22.027,0.1985,0,0,0,0,0,2,1,0.535,0,4.373,3857259,WC 2022
95.9,33.9,24.86,0.3099,0,0,0,0,0,2,1,0.847,0,7.705,3857259,WC 2022
108.9,38.6,11.188,0.6829,0,1,1,0,0,2,1,0.965,0,7.64,3857259,WC 2022
108.1,60.1,23.359,0.1779,0,1,0,0,0,0,1,0.497,0,4.154,3857259,WC 2022
96.8,50.1,25.303,0.289,0,0,0,0,0,6,1,0.747,0,7.312,3857259,WC 2022
115.2,33.5,8.08,0.6618,1,0,1,0,0,4,1,0.838,0,5.348,3857259,WC 2022
118.5,43.2,3.534,1.8554,0,1,1,0,0,0,1,0.92,1,6.557,3857259,WC 2022
103.5,53.8,21.51,0.2873,0,0,0,0,0,1,1,0.655,0,6.181,3857259,WC 2022
110.5,55.1,17.84,0.2463,0,0,0,0,0,1,1,0.622,0,4.395,3857259,WC 2022
110.7,42.8,9.712,0.7597,1,0,1,0,0,2,1,0.93,1,7.378,3857259,WC 2022
99.6,46.7,21.472,0.3515,0,0,0,0,0,4,1,0.832,1,7.547,3857259,WC 2022
98.4,45.9,22.391,0.342,0,0,0,0,0,2,1,0.853,0,7.658,3857259,WC 2022
103.0,49.6,19.523,0.3565,0,1,0,0,0,5,1,0.76,0,6.961,3857259,WC 2022
113.6,40.2,6.403,1.1166,0,0,1,0,0,1,1,0.995,1,7.15,3857259,WC 2022
106.5,47.6,15.492,0.4492,0,0,0,0,0,1,1,0.81,0,6.96,3857259,WC 2022
106.4,24.5,20.621,0.2599,0,0,0,0,0,1,1,0.613,0,5.359,3857259,WC 2022
96.4,47.8,24.856,0.304,0,0,0,0,0,1,1,0.805,0,7.556,3857259,WC 2022
104.4,49.0,18.01,0.3846,0,0,0,0,0,0,1,0.775,1,6.926,3857259,WC 2022
111.0,37.0,9.487,0.7717,0,0,1,0,0,0,1,0.925,1,7.321,3857259,WC 2022
110.5,45.7,11.079,0.6187,1,0,1,0,0,6,1,0.857,0,6.855,3857259,WC 2022
